sheet_name,row_index,chapter,subchapter,code_article,product_name,unite,quantite,matched_page,matched_pdf,brand,specs,matched_excerpt,match_confidence
PL,48,,Tube en PVC,3.1.3.1.2,Gargouille d'eau pluviale en plomb,U,16.0,15,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"Fourreaux Des fourreaux protégeront, dans la traversée des murs et planchers, toutes les canalisations, sauf la fonte. Le diamètre du fourreau aura 1cm au moins de plus que le diamètre de la canalisation, il fera saillie au moins de 0,5cm sur le parement du mur ou sur plafond et de 3cm sur le niveau du revêtement de sol. Il sera obligatoirement en cuivre, ou en plastique dans le cas de dallage magnésien","3.1.5.9 Percements, scellements
Les passages seront des trous cylindriques à base circulaire ou rectangulaire qui ne devront nuire
en rien à la résistance des éléments porteurs.
La nature des scellements sera appropriée aux ouvrages auxquels ils sont destinés,  ils seront
notamment au mortier de ciment dans les  lieux humides. Les percements et scellements sont
interdits dans des ouvrages ayant une étanchéité.
3.1.5.10 Fourreaux
Des fourreaux protégeront, dans la traversée des murs et planchers, toutes les canalisations, sauf la
fonte. Le diamètre du  fourreau aura 1cm au moins de plus que le diamètre de la canalisation, il
fera saillie au moins de 0,5cm sur le parement du mur ou sur plafond et de 3cm sur le niveau du
revêtement de sol.  Il sera obligatoirement en cuivre, ou en plastique dans le cas de dallage
magnésien.",0.99
PL,49,,Tube en PVC,3.1.3.1.3,"Siphon de sol en inox, Localisation : Terrasses et balcons",U,201.0,15,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"Fourreaux Des fourreaux protégeront, dans la traversée des murs et planchers, toutes les canalisations, sauf la fonte. Le diamètre du fourreau aura 1cm au moins de plus que le diamètre de la canalisation, il fera saillie au moins de 0,5cm sur le parement du mur ou sur plafond et de 3cm sur le niveau du revêtement de sol. Il sera obligatoirement en cuivre, ou en plastique dans le cas de dallage magnésien","3.1.5.9 Percements, scellements
Les passages seront des trous cylindriques à base circulaire ou rectangulaire qui ne devront nuire
en rien à la résistance des éléments porteurs.
La nature des scellements sera appropriée aux ouvrages auxquels ils sont destinés,  ils seront
notamment au mortier de ciment dans les  lieux humides. Les percements et scellements sont
interdits dans des ouvrages ayant une étanchéité.
3.1.5.10 Fourreaux
Des fourreaux protégeront, dans la traversée des murs et planchers, toutes les canalisations, sauf la
fonte. Le diamètre du  fourreau aura 1cm au moins de plus que le diamètre de la canalisation, il
fera saillie au moins de 0,5cm sur le parement du mur ou sur plafond et de 3cm sur le niveau du
revêtement de sol.  Il sera obligatoirement en cuivre, ou en plastique dans le cas de dallage
magnésien.",0.99
PL,50,,Tube en PVC,3.1.3.1.4,Siphon de sol en fonte,U,41.0,15,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,Siphon de sol en fonte; tube de raccordement en PVC,"3.1.5.9 Percements, scellements
Les passages seront des trous cylindriques à base circulaire ou rectangulaire qui ne devront nuire
en rien à la résistance des éléments porteurs.
La nature des scellements sera appropriée aux ouvrages auxquels ils sont destinés,  ils seront
notamment au mortier de ciment dans les  lieux humides. Les percements et scellements sont
interdits dans des ouvrages ayant une étanchéité.
3.1.5.10 Fourreaux
Des fourreaux protégeront, dans la traversée des murs et planchers, toutes les canalisations, sauf la
fonte. Le diamètre du  fourreau aura 1cm au moins de plus que le diamètre de la canalisation, il
fera saillie au moins de 0,5cm sur le parement du mur ou sur plafond et de 3cm sur le niveau du
revêtement de sol.  Il sera obligatoirement en cuivre, ou en plastique dans le cas de dallage
magnésien.",0.99
PL,51,,Tube en PVC,3.1.3.1.5,Fosse hydrocarbure TAILLE 6,U,1.0,15,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"Fosse hydrocarbure taille 6; fourreau en PVC (ou cuivre pour autres canalisations) diamètre ≥ DN canalisation + 1cm; saillie ≥ 0,5cm (mur/plafond) ou 3cm (sol)","3.1.5.9 Percements, scellements
Les passages seront des trous cylindriques à base circulaire ou rectangulaire qui ne devront nuire
en rien à la résistance des éléments porteurs.
La nature des scellements sera appropriée aux ouvrages auxquels ils sont destinés,  ils seront
notamment au mortier de ciment dans les  lieux humides. Les percements et scellements sont
interdits dans des ouvrages ayant une étanchéité.
3.1.5.10 Fourreaux
Des fourreaux protégeront, dans la traversée des murs et planchers, toutes les canalisations, sauf la
fonte. Le diamètre du  fourreau aura 1cm au moins de plus que le diamètre de la canalisation, il
fera saillie au moins de 0,5cm sur le parement du mur ou sur plafond et de 3cm sur le niveau du
revêtement de sol.  Il sera obligatoirement en cuivre, ou en plastique dans le cas de dallage
magnésien.",0.99
PL,52,,Tube en PVC,3.1.3.1.6,Fosse hydrocarbure TAILLE 10,U,1.0,15,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,Fosse hydrocarbure taille 10; matériau non spécifié (tube en PVC associé aux fourreaux),"3.1.5.9 Percements, scellements
Les passages seront des trous cylindriques à base circulaire ou rectangulaire qui ne devront nuire
en rien à la résistance des éléments porteurs.
La nature des scellements sera appropriée aux ouvrages auxquels ils sont destinés,  ils seront
notamment au mortier de ciment dans les  lieux humides. Les percements et scellements sont
interdits dans des ouvrages ayant une étanchéité.
3.1.5.10 Fourreaux
Des fourreaux protégeront, dans la traversée des murs et planchers, toutes les canalisations, sauf la
fonte. Le diamètre du  fourreau aura 1cm au moins de plus que le diamètre de la canalisation, il
fera saillie au moins de 0,5cm sur le parement du mur ou sur plafond et de 3cm sur le niveau du
revêtement de sol.  Il sera obligatoirement en cuivre, ou en plastique dans le cas de dallage
magnésien.",0.99
PL,53,,Tube en PVC,3.1.3.1.7,Station de relevage,U,2.0,15,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"Fourreaux Des fourreaux protégeront, dans la traversée des murs et planchers, toutes les canalisations, sauf la fonte. Le diamètre du fourreau aura 1cm au moins de plus que le diamètre de la canalisation, il fera saillie au moins de 0,5cm sur le parement du mur ou sur plafond et de 3cm sur le niveau du revêtement de sol. Il sera obligatoirement en cuivre, ou en plastique dans le cas de dallage magnésien","3.1.5.9 Percements, scellements
Les passages seront des trous cylindriques à base circulaire ou rectangulaire qui ne devront nuire
en rien à la résistance des éléments porteurs.
La nature des scellements sera appropriée aux ouvrages auxquels ils sont destinés,  ils seront
notamment au mortier de ciment dans les  lieux humides. Les percements et scellements sont
interdits dans des ouvrages ayant une étanchéité.
3.1.5.10 Fourreaux
Des fourreaux protégeront, dans la traversée des murs et planchers, toutes les canalisations, sauf la
fonte. Le diamètre du  fourreau aura 1cm au moins de plus que le diamètre de la canalisation, il
fera saillie au moins de 0,5cm sur le parement du mur ou sur plafond et de 3cm sur le niveau du
revêtement de sol.  Il sera obligatoirement en cuivre, ou en plastique dans le cas de dallage
magnésien.",0.99
PL,57,,POSE : SALLE DE BAIN SUITE PARENTALE,3.1.4.1.1,LAVABO VASQUE,U,162.0,44,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 OUTLINE VASQUE SQUARE WHITE 45CMréf : 5994B403-0016 ou équivalent,"3.1.4.1.1  LAVABO VASQUE
  1 OUTLINE VASQUE SQUARE WHITE 45CM de marque VITRA réf : 5994B403-0016
ou équivalent.",0.99
PL,58,,POSE : SALLE DE BAIN SUITE PARENTALE,3.1.4.1.2,W-C SUSPENDU,U,162.0,45,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,WC suspendu comprenant |  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX |  SENTO ABATTANT SLIM WHITE SOFT CLOSEréf : 120-003-009 ou équivalent | AUTOPORTEUR SLIM 3/6L EPAISSEUR : 9 CMréf : 738-5800-01 ou équivalent |  DOUCHETTE WC MATT BLACKréf : A4574736 ou équivalent |  ORIGIN ROBINET D'ARRET MATT BLACKréf : A4521436WTC ou équivalent,"3.1.4.1.2  W-C SUSPENDU
Pose d’un WC suspendu comprenant :
  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX de marque VITRA
 SENTO ABATTANT SLIM WHITE SOFT CLOSE de marque VITRA réf : 120-003-009
ou équivalent.
AUTOPORTEUR SLIM 3/6L EPAISSEUR : 9 CM de marque VITRA réf : 738-5800-01 ou
équivalent.
marque VITRA réf : 740-2211 ou équivalent.
 DOUCHETTE WC MATT BLACK marque VITRA réf : A4574736 ou équivalent.
  ORIGIN ROBINET D'ARRET MATT BLACK de marque VITRA réf : A4521436WTC ou
équivalent.",0.99
PL,59,,POSE : SALLE DE BAIN SUITE PARENTALE,3.1.4.1.3,EQUIPEMENT DE DOUCHE,U,162.0,45,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,A4262036WTC ou équivalent |  1 CORPS MITIGEUR B/DOUCHE A ENCASTRERréf : A41949 ou équivalent | A4563836WTC ou équivalent |  1 ORIGIN DOUCHETTE AVEC SUPPORT BLACKréf : A4554336WTC ou équivalent |  1 ECO FLOW CANIVEAU SC100 MATT BLACK 80CMréf,"3.1.4.1.3  EQUIPEMENT DE DOUCHE
  1 ORIGIN MITIGEUR B/DOUCHE A ENCASTRER MATT BLACK marque VITRA réf :
A4262036WTC ou équivalent
  1 CORPS MITIGEUR B/DOUCHE A ENCASTRER marque VITRA réf : A41949 ou
équivalent
  1 ORIGIN POMME DE DOUCHE ROUND MATT BLACK 25CM marque VITRA réf :
A4563836WTC ou équivalent
  1 ORIGIN DOUCHETTE AVEC SUPPORT BLACK marque VITRA réf : A4554336WTC
ou équivalent
  1 ORIGIN RACCORDEMENT DE DOUCHETTE MATT BLACK marque VITRA réf :
A4554336WTC ou équivalent
  1 ECO FLOW CANIVEAU SC100 MATT BLACK 80CM marque VITRA  réf :",0.99
PL,61,,POSE : SALLE DE BAIN 2,3.1.4.2.1,LAVABO VASQUE,U,84.0,46,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 OUTLINE VASQUE SQUARE WHITE 45CMréf : 5994B403-0016 ou équivalent |  1 SIPHON LAVABO MATT BLACKRef. A4512336WTC ou équivalent | réf : A4255736WTC ou équivalent,"3.1.4.2.1  LAVABO VASQUE
  1 OUTLINE VASQUE SQUARE WHITE 45CM de marque VITRA réf : 5994B403-0016
ou équivalent.
  1 SIPHON LAVABO MATT BLACK de marque VITRA  Ref. A4512336WTC ou
équivalent.
  1 Robinet mitigeur ORIGIN MITIGEUR LAVABO HAUT MATT BLACK de marque
VITRA réf : A4255736WTC ou équivalent.
  1 Bande à poussoir de marque VITRA ou équivalent.",0.99
PL,62,,POSE : SALLE DE BAIN 2,3.1.4.2.2,W-C SUSPENDU,U,84.0,46,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,WC suspendu comprenant |  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX |  SENTO ABATTANT SLIM WHITE SOFT CLOSEréf : 120-003-009 ou équivalent | AUTOPORTEUR SLIM 3/6L EPAISSEUR : 9 CMréf : 738-5800-01 ou équivalent |  DOUCHETTE WC MATT BLACKréf : A4574736 ou équivalent |  ORIGIN ROBINET D'ARRET MATT BLACKréf : A4521436WTC ou équivalent,"3.1.4.2.2  W-C SUSPENDU
Pose d’un WC suspendu comprenant :
  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX de marque VITRA
 SENTO ABATTANT SLIM WHITE SOFT CLOSE de marque VITRA réf : 120-003-009
ou équivalent.
AUTOPORTEUR SLIM 3/6L EPAISSEUR : 9 CM de marque VITRA réf : 738-5800-01 ou
équivalent.
marque VITRA réf : 740-2211 ou équivalent.
 DOUCHETTE WC MATT BLACK marque VITRA réf : A4574736 ou équivalent.
  ORIGIN ROBINET D'ARRET MATT BLACK de marque VITRA réf : A4521436WTC ou
équivalent.",0.99
PL,63,,POSE : SALLE DE BAIN 2,3.1.4.2.3,EQUIPEMENT DE DOUCHE,U,84.0,47,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,,Ouvrage payé à l’unité au d’ensemble prix n°................................................................3.1.4.2.3,0.68
PL,65,,POSE : SALLE DE BAIN INVITES,3.1.4.3.1,LAVABO VASQUE,U,79.0,47,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 PLURAL VASQUE A POSER SQUARE WHITE 45CMréf |  1 SIPHON LAVABO MATT BLACKRef. A4512336WTC ou équivalent | réf : A4255736WTC ou équivalent,"3.1.4.3.1  LAVABO VASQUE
  1 PLURAL VASQUE A POSER SQUARE WHITE 45CM de marque VITRA  réf :
7810B403-0016 ou équivalent.
  1 SIPHON LAVABO MATT BLACK de marque VITRA  Ref. A4512336WTC ou
équivalent.
  1 Robinet mitigeur ORIGIN MITIGEUR LAVABO HAUT MATT BLACK de marque
VITRA réf : A4255736WTC ou équivalent.
  1 Bande à poussoir de marque VITRA ou équivalent.",0.99
PL,66,,POSE : SALLE DE BAIN INVITES,3.1.4.3.2,W-C SUSPENDU,U,79.0,47,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,WC suspendu comprenant |  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX |  SENTO ABATTANT SLIM WHITE SOFT CLOSEréf : 120-003-009 ou équivalent |  DOUCHETTE WC MATT BLACKréf : A4574736 ou équivalent |  ORIGIN ROBINET D'ARRET MATT BLACKréf : A4521436WTC ou équivalent,"3.1.4.3.2  W-C SUSPENDU
Pose d’un WC suspendu comprenant :
  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX de marque VITRA
 SENTO ABATTANT SLIM WHITE SOFT CLOSE de marque VITRA réf : 120-003-009
ou équivalent.
marque VITRA réf : 740-2211 ou équivalent.
 DOUCHETTE WC MATT BLACK marque VITRA réf : A4574736 ou équivalent.
  ORIGIN ROBINET D'ARRET MATT BLACK de marque VITRA réf : A4521436WTC ou
équivalent.",0.99
PL,67,,POSE : SALLE DE BAIN INVITES,3.1.4.3.3,PLAN VASQUE EN CORIAN,U,74.0,48,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"plan de vasque en corian, y compris crédence, couleur au choix de l’architecte, dimensions selon détails architecte","3.1.4.3.3  PLAN VASQUE EN CORIAN
Pose d’un plan de vasque en corian, y compris crédence, couleur au choix de  l’architecte,
dimensions selon détails architecte.",0.99
PL,68,,POSE : SALLE DE BAIN INVITES,3.1.4.3.4,EQUIPEMENT DE DOUCHE,U,1.0,48,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,A4262036WTC ou équivalent |  1 CORPS MITIGEUR B/DOUCHE A ENCASTRERréf : A41949 ou équivalent | A4563836WTC ou équivalent |  1 ORIGIN DOUCHETTE AVEC SUPPORT BLACKréf : A4554336WTC ou équivalent |  1 ECO FLOW CANIVEAU SC100 MATT BLACK 80CMréf |  1 ROBINET D’ARRET CHROMEréf : A45206 ou équivalent,"3.1.4.3.4  EQUIPEMENT DE DOUCHE
  1 ORIGIN MITIGEUR B/DOUCHE A ENCASTRER MATT BLACK marque VITRA réf :
A4262036WTC ou équivalent
  1 CORPS MITIGEUR B/DOUCHE A ENCASTRER marque VITRA réf : A41949 ou
équivalent
  1 ORIGIN POMME DE DOUCHE ROUND MATT BLACK 25CM marque VITRA réf :
A4563836WTC ou équivalent
  1 ORIGIN DOUCHETTE AVEC SUPPORT BLACK marque VITRA réf : A4554336WTC
ou équivalent
  1 ORIGIN RACCORDEMENT DE DOUCHETTE MATT BLACK marque VITRA réf :
A4554336WTC ou équivalent
  1 ECO FLOW CANIVEAU SC100 MATT BLACK 80CM marque VITRA  réf :",0.99
PL,70,,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.4.4.1,W-C A L'ANGLAISE,U,21.0,48,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,WC à l’anglaise comprenant |  1 Cuvette posée EMILIE NORMUS WC COMPLET AVEC DOUCHETTE,"3.1.4.4.1  W-C A L'ANGLAISE
Pose d’un WC à l’anglaise comprenant :
  1 Cuvette posée EMILIE NORMUS WC COMPLET AVEC DOUCHETTE de marque
VITRA réf : 9780B003-1226 ou équivalent.",0.99
PL,71,,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.4.4.2,LAVE MAINS,U,21.0,49,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 FLOW SOFT MITIGEUR LAVABO AVEC TIRETTE CHROMEEréf : A43026EXP ou équivalent,"3.1.4.4.2  LAVE MAIN
  1 INTEGRA LAVE MAIN COIN 40CM de marque VITRA réf : 7336L003-0999 ou
équivalent.
  1 SIPHON LAVABO CHROME de marque VITRA réf : A45123 ou équivalent.
  1 FLOW SOFT MITIGEUR LAVABO AVEC TIRETTE CHROMEE de marque VITRA
réf : A43026EXP ou équivalent.",0.99
PL,72,,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.4.4.3,EQUIPEMENT DE DOUCHE,U,21.0,49,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 SIPHON DE DOUCHE ROUND 90MMréf : 59970001000 ou équivalent |  1 FLOW SOFT MITIGEUR DOUCHE CHROMEréf : A42932EXP ou équivalent |  1 SAMBA 3F DOUCHETTE AVEC SUPPORT CHROMEréf : A45679 ou équivalent,"3.1.4.4.3  EQUIPEMENTS DE DOUCHE
  1 OPTIMUM NEO RECEVEUR DE DOUCHE FLAT 80x80 CM de marque VITRA réf :
60530001000 ou équivalent.
  1 SIPHON DE DOUCHE ROUND 90MM de marque VITRA  réf : 59970001000 ou
équivalent
  1 FLOW SOFT MITIGEUR DOUCHE CHROME de marque VITRA réf : A42932EXP ou
équivalent.
  1 SAMBA 3F DOUCHETTE AVEC SUPPORT CHROME de marque VITRA réf : A45679
ou équivalent.",0.99
PL,73,,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.4.5,POSE : BIDET,U,1.0,49,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 SENTO BIDET SUSPENDU WHITEréf : 4338B003-1046 ou équivalent |  1 BATI SUPPORT BIDETréf : 424032 ou équivalent | A4255936WTC ou équivalent,"3.1.4.5  POSE : BIDET
Pose d’un Bidet suspendu comprenant :
  1 SENTO BIDET SUSPENDU WHITE de marque VITRA  réf : 4338B003-1046 ou
équivalent.
  1 BATI SUPPORT BIDETde marque VITRA réf : 424032 ou équivalent.
  1 ORIGIN MITIGEUR BIDET AVEC TIRETTE MATT BLACK de marque VITRA réf :
A4255936WTC ou équivalent.",0.99
PL,74,,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.4.6,POSE : BAIGNOIRE,U,1.0,49,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,,3.1.4.6  POSE : BAIGNOIRE,0.608
PL,78,,Chauffe eau électrique à accumulation,3.1.5.1.1,150 litres,U,171.0,15,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"Canalisation de tubes en acier | Raccord en fonte malléable taraudée de type GE, galvanisé à chaud | Raccords lisses en fonte malléable par brassage capillaire à 800° après décapage à la p | te à braser et au moyen d'une baguette en laiton pour les tubes acier série extra légère | Les tubes seront coupés au coupe-tube à mollettes ou à lames, l'emploi de la scie pourra être autorisé pour les petits diamètres","3.1.5.11 Canalisation de tubes en acier
Les assemblages s'effectueront par :
-  Raccord en fonte malléable taraudée de type GE, galvanisé à chaud.
-   Brides taraudées ou folles, avec collet battu sur tubes
-   Raccords lisses en fonte malléable par brassage capillaire à 800° après décapage à la pâte à
braser et au moyen d'une baguette en laiton pour les tubes acier série extra légère.
Les filetages seront propres, les tubes nets et parfaitement affranchis aux deux extrémités. Les
joints seront exécutés de la filasse fine et graissés avec une pâte de contenant pas de césure.
Les tubes seront coupés au coupe-tube à mollettes ou à lames, l'emploi de la scie pourra être
autorisé pour les petits diamètres.
L'intérieur du tube sera alésé après coupe.
La jonction des tubes d'acier avec des tubes en cuivre sera effectuée au moyen des raccords",0.99
PL,81,,PROTECTION CONTRE L'INCENDIE,3.1.6.1,Equipement compteur eau incendie DN80,U,1.0,50,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"DN80, vannes DN110, clapet de retenue DN110, filtre microns lavage automatique avec vannes et by-pass, disconnecteur, vanne de vidange/désinfectant, manchette témoin, manomètre, purgeur d’air","3.1.6.1  EQUIPEMENT COMPTEUR D’EAU INCENDIE DN80
Fourniture et pose de l'équipement de branchement sur compteur DN 80
L'ensemble comprendra :
  2 Vannes DN 110mm
 Un clapet de retenue DN 110mm
 Un filtre microns à lavage automatique y compris vannes et by-pass
 Un disconnecteur
  Une vanne de vidange et d’introduction de désinfectant
  Une manchette témoin
 Un manomètre
 Un purgeur d’air",0.99
PL,82,,PROTECTION CONTRE L'INCENDIE,3.1.6.2,Equipement bache à eau et local technique,U,1.0,51,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,," Robinet de vidange diamètre 100 sous regard, y compris brides, boulons, joints et canalisations jusqu'au regard d’égout le plus proche |  2 échelons métalliques en inox (côté eau et côté surpression) |  Crépine d'aspiration en laiton |  Event en tube de fer galvanisé |  1 pompe vide cave débit 10 m3/h","3.1.6.2  EQUIPEMENT BACHE A EAU ET LOCAL TECHNIQUE
Fourniture et pose d’un équipement comprenant :
Equipements bâche à eau :
  Electrovanne de remplissage et 5 sondes de niveau
  Robinet de vidange diamètre 100 sous  regard, y compris  brides, boulons,  joints  et
canalisations jusqu'au regard d’égout le plus proche.
  2 échelons métalliques en inox (côté eau et côté surpression)
  Crépine d'aspiration en laiton
  Event en tube de fer galvanisé
  Sécurité manque d'eau
  Canalisation du trop-plein
Equipements local technique :",0.99
PL,83,,PROTECTION CONTRE L'INCENDIE,3.1.6.3,Station de surpression eau incendie RIA 35m3h,U,1.0,52,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,GRUNDFOS | WILO, Un surpresseur monté en kit d’usine composé de 2 pompes de 35m3/h multicellulaire à axe vertical type CR 64-08-01 en acier inoxydable 1.4301 avec pied et tête fonte traitée cataphorèse moteur à haut rendement IE3 IP55 Cl F 3x400V 50 Hz (couplage étoile triangle) | (2 en fonctionnement et 1 secours) ayant un débit unitaire | 35m3/h à 4 bars ( à vérifier par l'entreprise) |  2x collecteurs en acier inoxydable 1.4301,"3.1.6.3  STATION DE SURPRESSION EAU INCENDIE RIA 35M3H
Fourniture et pose d’une installation de surpression assurant un débit de 35M3H à une pression
supérieure à 4 bars ( à vérifier par l'entreprise) et comprenant :
  Un surpresseur monté en kit d’usine composé de 2 pompes de 35m3/h multicellulaire à axe
vertical type CR 64-08-01 en acier inoxydable 1.4301 avec pied et tête fonte traitée cataphorèse
moteur à haut rendement IE3 IP55 Cl F 3x400V 50 Hz (couplage étoile triangle) marque
GRUNDFOS, WILO ou similaire (2 en fonctionnement et 1 secours) ayant un débit unitaire de
35m3/h à 4 bars ( à vérifier par l'entreprise).
  2x collecteurs en acier inoxydable 1.4301.
  2x vannes d'isolement pour chaque pompe.
  1x clapet anti-retour monté au refoulement de chaque pompe.
  1x châssis en acier galvanisé.",0.99
PL,84,,PROTECTION CONTRE L'INCENDIE,3.1.6.4,Réseau d'incendie en PVC Pression DN75,ML,11.0,52,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"Les passages des canalisations à l’extérieur se feront en tranchées sur un lit de sable de 0.10m suivant les tracés indiqués sur les plans et des pentes seront mises en œuvre pour permettre, selon les cas, des purges d'air ou vidanges normales des circuits | Les tubes en PVC seront de connue dont la pression de service sera de 16 bars. Les canalisations seront destinées pour alimentation en eau incendie","3.1.6.4  RÉSEAU D'INCENDIE EN PVC PRESSION DN75
Les passages des canalisations à l’extérieur se feront en tranchées sur un  lit de sable de 0.10m
suivant les tracés indiqués sur les plans et des pentes seront mises en œuvre pour permettre, selon
les cas, des purges d'air ou vidanges normales des circuits.
Les tubes en PVC seront de marque connue dont la pression de service sera de 16 bars. Les
canalisations seront destinées pour alimentation en eau incendie.
Les canalisations seront conformes à la norme AFNOR NFT 54063, et seront assemblées au moyen
d’une colle spéciale.",0.99
PL,85,,PROTECTION CONTRE L'INCENDIE,3.1.6.5,Réseau d'incendie en T.F.G RIA diamétre 40/49,ML,37.0,53,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,MUPRO,"de tuyauterie en acier galvanisé pour distribution intérieure en eau incendie | Les tuyaux seront de tarif 3 jusqu’au diamètre 50/60 et tarif 10 au-delà du diamètre 50/60 y compris raccords, brides, colliers, supports et suspensions","3.1.6.5  RÉSEAU D'INCENDIE EN T.F.G RIA DIAMÉTRE 40/49
Fourniture et pose de tuyauterie en acier galvanisé pour distribution intérieure en eau incendie.
Elles seront posées en apparent avec une bande anti-condensation dans (gaine technique, faux
plafonds etc. ou encastré avec bande DENSO.
Les tuyaux seront de tarif 3 jusqu’au diamètre 50/60 et tarif 10 au-delà du diamètre 50/60 y compris
raccords, brides, colliers, supports et suspensions de marque MUPRO ou similaire.
Des robinets de vidange au pied de chaque colonne.
Volume tampon au niveau des colonnes sèches de 6litres suivant le plan.",0.99
PL,86,,PROTECTION CONTRE L'INCENDIE,3.1.6.6,Réseau d'incendie en T.F.G CS diamétre 66/76,ML,336.0,53,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,RÉSEAU D'INCENDIE EN T.F.G CS DIAMÉTRE 66/76,3.1.6.6  RÉSEAU D'INCENDIE EN T.F.G CS DIAMÉTRE 66/76,0.976
PL,87,,PROTECTION CONTRE L'INCENDIE,3.1.6.7,Poste robinet d'incendie armé DN25,U,10.0,53,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,POK,"poste robinet armé DN25ou équivalent comprenant |  1 robinet d’incendie DN25 |  1 lance munie de son robinet diffuseur |  1 manomètre placé sur le RIA le plus défavorisé (La pression à ce point sera au minimum égale à 2,5 bars)","3.1.6.7  POSTE ROBINET D’INCENDIE ARME DN25
Fourniture et pose d’un poste robinet armé DN25 marque POK ou équivalent comprenant :
  1 robinet d’incendie DN25,
  1 vanne d’arrêt,
  1 dévidoir tournant et pivotant à alimentation axiale,
  1 clé tricoises,
  30 mètres du tuyau semi rigide,
  1 lance munie de son robinet diffuseur
  1 armoire réglementaire en tôle électro-zinguée avec peinture époxy,
  1 seau d’incendie et son support,
  1 manomètre placé sur le RIA le plus défavorisé (La pression à ce point sera au minimum
égale à 2,5 bars)",0.99
